Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-01-04,2012.66,2012.66,2012.66,2012.66,817659279,0,1,2012.66,2012.66,2012.66,2012.66,817659279
2016-01-05,2012.66,2016.71,2012.66,2016.71,629042373,0,1,2012.66,2016.71,2012.66,2016.71,629042373
2016-01-06,2016.71,2016.71,1990.26,1990.26,745563246,0,1,2016.71,2016.71,1990.26,1990.26,745563246
2016-01-07,1990.26,1990.26,1943.09,1943.09,876560222,0,1,1990.26,1990.26,1943.09,1943.09,876560222
2016-01-08,1943.09,1943.09,1922.03,1922.03,819685024,0,1,1943.09,1943.09,1922.03,1922.03,819685024
2016-01-11,1922.03,1923.67,1922.03,1923.67,788334733,0,1,1922.03,1923.67,1922.03,1923.67,788334733
2016-01-12,1923.67,1938.68,1923.67,1938.68,768301064,0,1,1923.67,1938.68,1923.67,1938.68,768301064
2016-01-13,1938.68,1938.68,1890.28,1890.28,886396802,0,1,1938.68,1938.68,1890.28,1890.28,886396802
2016-01-14,1890.28,1921.84,1890.28,1921.84,931479070,0,1,1890.28,1921.84,1890.28,1921.84,931479070
2016-01-15,1921.84,1921.84,1880.33,1880.33,1206742789,0,1,1921.84,1921.84,1880.33,1880.33,1206742789
2016-01-19,1880.33,1881.33,1880.33,1881.33,891805789,0,1,1880.33,1881.33,1880.33,1881.33,891805789
2016-01-20,1881.33,1881.33,1859.33,1859.33,1092011019,0,1,1881.33,1881.33,1859.33,1859.33,1092011019
2016-01-21,1859.33,1868.99,1859.33,1868.99,865664301,0,1,1859.33,1868.99,1859.33,1868.99,865664301
2016-01-22,1868.99,1906.9,1868.99,1906.9,821294065,0,1,1868.99,1906.9,1868.99,1906.9,821294065
2016-01-25,1906.9,1906.9,1877.08,1877.08,773700213,0,1,1906.9,1906.9,1877.08,1877.08,773700213
2016-01-26,1877.08,1903.63,1877.08,1903.63,707140704,0,1,1877.08,1903.63,1877.08,1903.63,707140704
2016-01-27,1903.63,1903.63,1882.95,1882.95,813037559,0,1,1903.63,1903.63,1882.95,1882.95,813037559
2016-01-28,1882.95,1893.36,1882.95,1893.36,833137480,0,1,1882.95,1893.36,1882.95,1893.36,833137480
2016-01-29,1893.36,1940.24,1893.36,1940.24,1230857951,0,1,1893.36,1940.24,1893.36,1940.24,1230857951
2016-02-01,1940.24,1940.24,1939.38,1939.38,724321544,0,1,1940.24,1940.24,1939.38,1939.38,724321544
2016-02-02,1939.38,1939.38,1903.03,1903.03,816298548,0,1,1939.38,1939.38,1903.03,1903.03,816298548
2016-02-03,1903.03,1912.53,1903.03,1912.53,936651606,0,1,1903.03,1912.53,1903.03,1912.53,936651606
2016-02-04,1912.53,1915.45,1912.53,1915.45,886268429,0,1,1912.53,1915.45,1912.53,1915.45,886268429
2016-02-05,1915.45,1915.45,1880.05,1880.05,878323658,0,1,1915.45,1915.45,1880.05,1880.05,878323658
2016-02-08,1880.05,1880.05,1853.44,1853.44,1030158584,0,1,1880.05,1880.05,1853.44,1853.44,1030158584
2016-02-09,1853.44,1853.44,1852.21,1852.21,857851719,0,1,1853.44,1853.44,1852.21,1852.21,857851719
2016-02-10,1852.21,1852.21,1851.86,1851.86,772848132,0,1,1852.21,1852.21,1851.86,1851.86,772848132
2016-02-11,1851.86,1851.86,1829.08,1829.08,967843717,0,1,1851.86,1851.86,1829.08,1829.08,967843717
2016-02-12,1829.08,1864.78,1829.08,1864.78,810026562,0,1,1829.08,1864.78,1829.08,1864.78,810026562
2016-02-16,1864.78,1895.58,1864.78,1895.58,854329516,0,1,1864.78,1895.58,1864.78,1895.58,854329516
2016-02-17,1895.58,1926.82,1895.58,1926.82,827137647,0,1,1895.58,1926.82,1895.58,1926.82,827137647
2016-02-18,1926.82,1926.82,1917.83,1917.83,742292229,0,1,1926.82,1926.82,1917.83,1917.83,742292229
2016-02-19,1917.83,1917.83,1917.78,1917.78,879010700,0,1,1917.83,1917.83,1917.78,1917.78,879010700
2016-02-22,1917.78,1945.5,1917.78,1945.5,680678379,0,1,1917.78,1945.5,1917.78,1945.5,680678379
2016-02-23,1945.5,1945.5,1921.27,1921.27,640289642,0,1,1945.5,1945.5,1921.27,1921.27,640289642
2016-02-24,1921.27,1929.8,1921.27,1929.8,671767130,0,1,1921.27,1929.8,1921.27,1929.8,671767130
2016-02-25,1929.8,1951.7,1929.8,1951.7,605223634,0,1,1929.8,1951.7,1929.8,1951.7,605223634
2016-02-26,1951.7,1951.7,1948.05,1948.05,683476520,0,1,1951.7,1951.7,1948.05,1948.05,683476520
2016-02-29,1948.05,1948.05,1932.23,1932.23,865264002,0,1,1948.05,1948.05,1932.23,1932.23,865264002
2016-03-01,1932.23,1978.35,1932.23,1978.35,754116147,0,1,1932.23,1978.35,1932.23,1978.35,754116147
2016-03-02,1978.35,1986.45,1978.35,1986.45,688728943,0,1,1978.35,1986.45,1978.35,1986.45,688728943
2016-03-03,1986.45,1993.4,1986.45,1993.4,676537155,0,1,1986.45,1993.4,1986.45,1993.4,676537155
2016-03-04,1993.4,1999.99,1993.4,1999.99,798710568,0,1,1993.4,1999.99,1993.4,1999.99,798710568
2016-03-07,1999.99,2001.76,1999.99,2001.76,671945707,0,1,1999.99,2001.76,1999.99,2001.76,671945707
